text,label,score,source_url,char_len,word_len
2025 Oktoberfest in Old Town Manassas Vendor Registration,NON-EVENT,0,https://chiceventsdc.com/about/,57,8
2025 Alexandria Fall-O-Ween Vendor Registration,NON-EVENT,0,https://chiceventsdc.com/about/,47,5
2025 National Harbor Christmas Market and Holiday Craft Show Vendor Registration,NON-EVENT,0,https://chiceventsdc.com/about/,80,11
2025 Old Town Alexandria Christmas Market and Holiday Craft Show Vendor Registration Form,NON-EVENT,0,https://chiceventsdc.com/about/,89,13
2025 Old Town Manassas Christmas Market and Holiday Craft Show Vendor Registration Form,NON-EVENT,0,https://chiceventsdc.com/about/,87,13
2025 Silver Spring Christmas Market and Holiday Craft Show Vendor Registration Form,NON-EVENT,0,https://chiceventsdc.com/about/,83,12
2025 Woodbridge/ Stonebridge Christmas Market and Holiday Craft Show Vendor Registration,NON-EVENT,0,https://chiceventsdc.com/about/,88,11
"December 20, 2025 – Woodbridge Arts & Crafts Christmas Market Vendor Registration",NON-EVENT,0,https://chiceventsdc.com/about/,81,12
2025 Single Event Vendor Registration,NON-EVENT,0,https://chiceventsdc.com/about/,37,5
2025 Multiple Events Vendor Registration,NON-EVENT,0,https://chiceventsdc.com/about/,40,5
"Chic Events DC is the producer of several cultural events, arts and crafts fairs, fashion shows, arts exhibitions, business and networking events and much more in the Washington DC, Virginia and Maryland.",NON-EVENT,0,https://chiceventsdc.com/about/,204,32
"The Silver Spring Arts & Crafts seasonal fairs, the Around The World Cultural Food Festival and World Heritage festivals, and the Professional Women in DMV Networking events are just a few of the company’s signature events.",NON-EVENT,0,https://chiceventsdc.com/about/,223,36
COVID-19 SAFETY ACKNOWLEDGEMENT — LIABILITY WAIVER AND RELEASE OF CLAIMS,NON-EVENT,0,https://chiceventsdc.com/about/,72,10
© 2025 All right reserved by Chic Events DC. Unauthorized use and/or duplication of all and any material found on this website is strictly prohibited.,NON-EVENT,0,https://chiceventsdc.com/about/,150,25
a division of Royal Events Group,NON-EVENT,0,https://chiceventsdc.com/about/,32,6
© 2020 All rights Reserved. Design by Elementor,NON-EVENT,0,https://chiceventsdc.com/about/,47,8
"With the new refund policy from Square, processing fees will no longer be refunded, in case of a cancellation request happening within 30 minutes from the charge time. The reason for this change is to align with evolving costs from Square's network and payment partners and match current industry standards. Processing fees are calculated at 4.1% of the total invoice amount.",NON-EVENT,0,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,375,61
"What Small Business Owners Need To Know About The New Round Of PPP Loans January 22, 2021 No Comments Do you qualify? And if so. where do you apply? Well… we have some answers below:   Round 2 of the SBA’s Paycheck Protection Program Read More »",EVENT,2,https://chiceventsdc.com/,245,46
"Transition from Live to Virtual Events April 29, 2020 No Comments As we are all cooped up inside our homes and under the “stay at home” order which most states have in place currently, the events Read More »",EVENT,2,https://chiceventsdc.com/,207,39
"How to have a successful booth at vendor events December 12, 2019 No Comments Here are our top seven tips:   Keep It Simple. Keep your display simple and eye catching. … Draw People In. Make sure there’s a Read More »",EVENT,2,https://chiceventsdc.com/,217,41
"Vendors Due Your Diligence on Competition September 19, 2017 No Comments We have created this short weekly blog only to provide more help understanding both Vendors and Event Organizers and create a common ground for both Read More »",EVENT,2,https://chiceventsdc.com/,233,39
"Know your Organizer September 19, 2017 No Comments I recently joined a Facebook group of arts & crafts vendors and while reading through different posts and comments, I realized that a lot of Read More »",EVENT,3,https://chiceventsdc.com/,203,36
"Skip to content Use code ""LOVE"" to save 10% on All Virtual Runs and Running Medals Home Shop All Shop All 2025 Races Race Across America Series CLEARANCE SECTION STICKERS ALL RACES Become a VIP Member! About Us 2025 Full Moon Challenge Submit Results Our Amazon Store Contact More More Log 2025 Full Moon Miles Here Order Tracking VIRTUAL RACES Blog Facebook Community Print a Bib Enter to Win Log in Country/region United States | $ X (Twitter) Facebook Instagram Home Shop All 2025 Races Race Across America Series CLEARANCE SECTION STICKERS ALL RACES Become a VIP Member! About Us 2025 Full Moon Challenge Submit Results Our Amazon Store Contact More Log 2025 Full Moon Miles Here Order Tracking VIRTUAL RACES Blog Facebook Community Print a Bib Enter to Win Country/region United States |",NON-EVENT,1,https://www.virtualrunevent.com/collections/all,792,134
"Use code ""LOVE"" to save 10% on All Virtual Runs and Running Medals",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,66,13
Log 2025 Full Moon Miles Here,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,29,6
Item added to your cart,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,23,5
Make A Difference....One Race At A Time,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,39,7
"We created Virtual Run Events in April 2015 because we LOVE running! And even more, we LOVE connecting with runners. Shortly after we created Moon Joggers, we began to realize that we could encourage people to get out and get moving, AND make a difference throughout the world by creating fun and unique events to raise money for various charities and causes. For each event we design a unique medal, invite people to get out and run (or walk) their own race, at their own pace and choose a charity to donate a portion of the proceeds to.",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,538,98
"We are on a quest to help provide food, shoes, schools, school supplies, water, toilets, toys and other needed things to people throughout the world and it is all happening through our Virtual Run Events. We love being involved in the running community and have made so many new running friends from all over the world. Thank you so much for participating! We are making a difference…one race at a time!",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,403,71
"With each virtual race we hold we choose a charity to raise funds for. Between Virtual Run Events and our sister site, Moon Joggers, we have donated more than $1,000,000 to charities around the world!",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,200,35
"*Cancellation/Refunds: Unfortunately, we cannot offer a refund for these events. We  have to immediately spend the money on ordering for the medals, bibs and shipping, so all sales are final.",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,191,30
What is a Virtual Race?,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,23,5
"A virtual race is a race that can be run (or walked) from any location you choose. You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself. Running and walking on your own, or with friends! And your medal will be shipped directly to you. Complete a virtual 5Ks, 10K, half marathon and more!",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,428,86
Each race benefits a difference charity,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,39,6
"For each of our virtual races, we choose a charity to donate a portion of each registration to. We’ve already raised more than $1,00,000 for charities from races here at Virtual Run Events!  Our goal is to continue to help different charities around the world",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,259,45
VIEW ALL SUBMITTED RESULTS HERE!,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,32,5
Submitting results is optional.  They are all collected in a spreadsheet and you can view the spreadsheet with results HERE!,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,124,20
Let customers speak for us,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,26,5
Love the Cat Day Medals!  very fine quality.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,44,8
2025 Cat Day 1M 5K 10K 13.1 26.2 - Benefits Alley Cat Allies,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,60,13
2025 We Rise Together 1M 5K 10K 13.1 26.2 - Benefitting Rise Against Hunger,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,75,14
Fast delivery! Super cut medals,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,31,5
Race Through Delaware 1M 5K 10K 13.1 26.2 Medal and Bib,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,55,11
What a great way to honor the life of this talented actor. A beautiful medal with a fitting image of one of his great screen moments.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,133,26
2025 I’m Your Huckleberry 1M 5K 10K 13.1 26.2 - Benefits First Star (medals start shipping out mid-July).,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,105,18
Super cute medal and I love that you get to pick your distance and do it at your own pace. Perfect for motivation during the week.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,130,26
CLEARANCE - 2024 Fat Tuesday 1M 5K 10K 13.1 26.2,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,48,10
Beautiful  medal. Fast shipping  and an overall easy process.  5k - half marathon  your choice.  A great way to stay active.  Definitely  would be using this website again.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,172,28
MEDAL ONLY - MISSION TO THE MOON Running and Walking Challenge,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,62,11
This is a beautiful medal!,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,26,5
2025 Full Moon Challenge 12K and 12M - Benefits Soles 4 Souls,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,61,12
Cute medal with a spicy (sparkle-y) pumpking.  It a fun fall design that works for everyone.  =),NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,96,17
CLEARANCE - 2024 Pumpkin Spice and Everything Nice 1M 5K 10K 13.1 26.2,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,70,13
Great looking medals. Fun time. Used this as a chance to get the kids moving. Bought  crazy socks and made it an activity. I have been using the medals to help with my weight lost. Currently  down 74lbs.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,203,38
CLEARANCE - 2024 National Sock Day 1M 5K 10K 13.1 26.2,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,54,11
Be Kind to Your Mind 5k,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,23,6
This is a beautiful medal! So glad to support a good cause.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,59,12
2025 Be Kind to Your Mind 1M 5K 10K 13.1 26.2- Benefitting Mental Health America,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,80,15
One of my funniest and cutest medals ever!,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,42,8
2025 BIGFOOT! 1M 5K 10K 13.1 26.2- Benefitting The National Park Foundation,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,75,12
I currently have a few family friends fighting cancer and have lost 2 close friends to cancer. So this run meant a lot to me. I was PROUD to run this race :),NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,157,33
2025 World Cancer Day 1M 5K 10K 13.1 26.2- Benefitting Stand Up To Cancer,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,73,14
Great medal and always interested in helping our Mother Earth,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,61,10
2025 Earth Day 1M 5K 10K 13.1 26.2- Benefitting Wild Earth Allies,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,65,12
"We created Virtual Run Events in April 2015 because we LOVE running! And even more, we LOVE connecting with runners.",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,116,20
Do not sell or share my personal information,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,44,8
Choosing a selection results in a full page refresh.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,52,9
Opens in a new window.,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,22,5
Please select from the options above to view available markets,EVENT,0,https://childrensentrepreneurmarket.com/markets/?state=PA,62,10
"Experience the History of Early Life in Canada Conservation Area Virtual Tour of Westfield Events at Westfield Facebook Instagram Youtube Westfield Heritage Village Westfield Heritage Village Conservation Area is a living history museum and conservation area. As one of Ontario’s most interesting historical destinations, it boasts a stunning collection of over 35 restored historical buildings, nestled within 204 hectares of conservation land featuring woodlands, meadows, and trails. Historical buildings are not open on a daily basis , but visitors may walk through the Village, and enjoy hikes seven days a week. On special and event days, a selection of buildings will be open along with costumed interpreters providing demonstrations and guided tours. Visit Westfield Heritage Village Volunteer at Westfield Weddings Westfield is the ideal setting for weddings, offering one convenient location for your ceremony, photographs and reception. Education Learn about the past in an immersive, multi-sensory environment that makes history come alive before your eyes. Conservation Area Learn more about the 204 beautiful hectares of natural areas of Westfield Heritage Village Conservation Area. Recent News & Announcements Mindfulness Walk May 30, 2025 Read More » May is Museum Month – Village Opening May 18 May 12, 2025 Read More » Hike for Hot Chocolate! February 3, 2025 Read More » Reserve now for Maple Syrup Season! January 13, 2025 Read More »",EVENT,3,http://westfieldheritage.ca/,1455,222
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main Races 5K HMF FitKids Run Virtual 5K Challenges Registration Info Volunteers Sponsorship Race Day Run for Good Results Saturday - March 8, 2025 O'SHENANIGANS 5K Results Start Times Lucky Challenge VIRTUAL 5K Not interested in racing in-person this year or maybe you just can’t make it to Southington? No problem, keep the tradition alive and take part in the Virtual O’ Shenanigans 5K! Run or walk the 3.1 mile race distance anywhere and anytime you’d like between March 8-16, then submit your 5K results through your haku participant account to make it official! All participants in the Virtual 5K still maintain their eligibility to be a part of the Lucky or Li’l Lucky Challenge ! PERKS Register for the Virtual O’ Shenanigans 5K option to get in on the race action from wherever you’d like! Run or walk anytime during this festive season between Saturday, March 8 and Sunday, March 16. VIRTUAL RACE BENEFITS: Event swag mailed to your door! Eligibility to take part in the Lucky or Li’l Lucky Challenge ! Verified Results DETAILS Results must be submitted through your haku account between 12:00 AM on Saturday, 3/8 and 11:59 PM on Monday, 3/17. Advanced wearable technology integrations Virtual Enhancements DETAILS Downloadable race bib Customizable finisher certificate Custom Run Irish themed playlist curated by the professionals at Powerstation Events PARTICIPANT REQUIREMENTS: Virtual race participants are urged not to run the official race course on Sunday morning (March 8). Registration fee is $27 for the Virtual 5K. Participants must be at least 5 years of age to enter the Virtual 5K. This event gives participants the flexibility to participate when and where it is convenient. As such, there are no deferments for virtual events . FAQS What is a virtual race? A virtual race is an alternative race experience that allows runners the freedom and flexibility to take part in a race from wherever they’d like. Simply register online, run or walk the race distance, then upload your finish time to compare it to others. When do I participate and how does the race get timed? You must run or walk your race between 12:00 AM on Saturday, March 8 and 11:59 PM on Sunday, March 16 and must be submitted through your haku participant account by 11:59 PM on Monday, March 17. All race options will be timed and measured using your own timing device. Where do I run? Anywhere you want! Start right at your front door, jump on a treadmill, head to your favorite bike trail, or create and explore a special new route to commemorate the race. Just be safe and have fun! RESULT SUBMISSION Participants will be timed and measured using their own timing device. To make your race official, submit a run or walk through your haku participant account between 12:00 AM on Saturday, March 8  and 11:59 PM on Monday, March 17 using one of the two following options: OPTION 1 /// ADD FROM WEARABLE – Sync a compatible wearable device prior to your activity. Results will be uploaded to your haku results platform once your watch resyncs to your application. Once your device syncs, select the activity to submit for results. Compatible with: Suunto / Polar / FitBit / Garmin / Under Armour Fitness Don’t have a wearable device? No problem! Download the Free MapMyRun / MapMyWalk / MapMyFitness App or FitBit App on your smartphone and use it to track your pace, time, and distance. OPTION 2 /// ADD MANUALLY – Enter results manually. Feel free to submit an image for verification of your activity. For details regarding activity tracking, wearable devices, timing, and results submission, CLICK HERE For issues with haku participant accounts, device syncing or leaderboard data, please contact support@hakusports.com Note: No awards presented in the virtual 5K. Results for virtual races will be displayed as their own category and will not be combined with the in-person results. OUR RACE IS MADE POSSIBLE BY THE GENEROSITY OF THESE PARTNERS The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,4,https://www.hartfordmarathon.com/oshenanigans-5k/races/virtual-5k/,4673,770
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main Races 5K HMF FitKids Run Virtual 5K Challenges Registration Info Volunteers Sponsorship Race Day Run for Good Results Saturday - March 8, 2025 O'SHENANIGANS 5K Results Start Times Lucky Challenge REGISTRATION INFO HMF Events are professionally organized to provide safe, well-supported races including medical personnel and safety services. In addition, registered participants will receive the following swag and race perks: St. Paddy’s themed knit beanie Ice cold craft beer from Kinsmen Brewing, (one free beer to all finishers 21+ with ID) Fresh hot pizza from Sauced at Kinsmen, grab & go snacks featuring Uncle Crumbles Personalized Race Bib with your name (if registered by January 19 ) Finishers under the age of 12 also receive a finisher medal, available at the results area Course amenities as detailed on the 5K races page FEES & REGISTRATION POLICIES Register early to save and guarantee your spot in the race! For current registration pricing, click on the REGISTER NOW button above. Refund Protection available for purchase at the time of registration or up to five days after a registration has been completed within your participant account . Registrants may also defer entry for credit to a future HMF event (no later than 14 days before race date) or transfer registration directly to another participant up to 7 days before race day. For Refund, Deferral and Race Distance/Category Change policies please click here . For online registration assistance or to confirm your registration, please click here . PACKET PICKUP / BIB MAILING If you register on or before Sunday, March 2, 2025 your bib will be mailed to you race week, pick up your swag on race morning. Online registration remains open until 30 minutes before race start (or race sells out). Register online and speed up bib pickup by downloading your Check-in Pass from your participant account to your phone before you get in line. In-person registration is available at packet pickup if the race is not at capacity. Credit Cards and Apple Pay accepted for race registration and event merchandise. No cash. Race Day: 8:30 AM to 9:30 AM, Kinsmen Brewing Note: To designate someone to pick up another runner’s race packet , designee must bring or show a copy of this signed waiver/permission slip . Photocopies or phone pictures of the form will be accepted. LUCKY CHALLENGE OPTIONS Keep the party going, challenge yourself to multiple races and earn even more St. Paddy’s themed swag and a challenge finisher medal! Take on the four-race Lucky Challenge in two weekends OR join the Li’l Lucky and sign up for any two of the four St. Paddy’s themed races. Participants enjoying all four races will earn a two-part connecting Lucky Challenge medal and those in the Li’l Lucky will earn one blingy finisher medal for their efforts. Register Here O’Shenanigans /// 5K Saturday, March 8 Courthouse O’Putnam /// 5K Sunday, March 9 O’Niantic /// 5K Saturday, March 15 O’Hartford /// 5K and 10K Sunday, March 16 ENHANCEMENTS & ADD-ONS EVENT MERCHANDISE Custom sweatshirts, adult and youth tees can be purchased during race registration or in the HMF Shop . Event merchandise will be sold on race day at the HMF Merchandise Tent. Pre-ordered merchandise will be available for pick-up at the tent. ADDITIONAL PRODUCTS FOR PURCHASE TRAINING: Runna is the Training App Partner of the Hartford Marathon Foundation. Enjoy tailored expert training plans designed to help you cross the finish line with confidence! Use code HMF25 when signing up! More Information OUR RACE IS MADE POSSIBLE BY THE GENEROSITY OF THESE PARTNERS The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,4,https://www.hartfordmarathon.com/oshenanigans-5k/registration-info/,4324,699
"Subscribe to HMF Emails Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Main Rewards Program HMF VOLUNTEERS HMF Events is a volunteer-driven organization. Thanks to the support of over 3,500 volunteers each year, HMF Events continues to be able to promote health and fitness through its beloved community events. Without this volunteer support our events simply could not happen. Every volunteer has talents and energy to share at our events. We invite you to volunteer at an upcoming HMF Event. Volunteer Now! VOLUNTEER PERKS Great SWAG at every event (usually a t shirt) Enjoy the delicious post-race party food. For morning races coffee and breakfast provided. $5 off future HMF races or merchandise for every volunteer activity (to redeem email nancy@hartfordmarathon.com ). Learn more about the Volunteer Rewards Program . $10 off future HMF races or merchandise for Course Monitor volunteers (to redeem email nancy@hartfordmarathon.com ). Learn more about the Volunteer Rewards Program . Earn community service hours and receive verification at the event or post-race by email. Pride and satisfaction for being part of a healthy community event which benefits local businesses and non-profit, charitable organizations. VOLUNTEER ACTIVITIES (more job details available during Volunteer Registration) Athlete Packet Pickup – The day before larger events check runners in and distribute bib numbers and swag. Athlete Food Tent and Beer Tent – Hand out post-race food and beverages. Athlete Swag Pickup – Hand out race swag to runners. Course Monitors – Direct and cheer runners on the race course Cyclist – On bicycle lead, sweep or sag (follow) runners on race route. Finish Line – Hand out water and medals to runners. HMF FitKids –Guide children and hand out medals and water to finishers. Parking – Direct drivers to designated race parking areas. Registration – Use a laptop to check in runners and distribute race bibs. Water Station – Distribute water to runners on the race course. In Office Volunteer Activities – During weekdays help with mailings or event preparations. VOLUNTEER AND RUN AT THE SAME EVENT We know many of our runners love to volunteer too so we make it easy to do both. For the activities listed below Volunteers may leave their activity 10 minutes early to get to the Start Line. Registration – Available at every race Athlete Swag Tent – Available at every race Parking – Available for many races HMF FitKids – FitKids races take place before or after the adult races Athlete Packet Pickup – Available the day before many events GROUP VOLUNTEER ACTIVITIES The “More the Merrier”! Come on and bring your friends, co-workers and family members to volunteer with you at a shared group activity. Group volunteer activities are a wonderful way to have fun while giving back to others. Water Stations, Course Monitors, and In Office Volunteer Projects are great team building experiences. Contact nancy@hartfordmarathon.com to find out how your group can get involved. For any questions or information about Volunteering with HMF contact Nancy Loughlin, Volunteer Manager at nancy@hartfordmarathon.com or 860-652-8866 X 114. JOIN THE HMF VOLUNTEER PAGE ON FACEBOOK! The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,2,https://www.hartfordmarathon.com/hmf-volunteer/,3850,606
"HMF VOLUNTEERS HMF Events is a volunteer-driven organization. Thanks to the support of over 3,500 volunteers each year, HMF Events continues to be able to promote health and fitness through its beloved community events. Without this volunteer support our events simply could not happen. Every volunteer has talents and energy to share at our events. We invite you to volunteer at an upcoming HMF Event.",EVENT,0,https://www.hartfordmarathon.com/hmf-volunteer/,402,65
"Subscribe to HMF Emails Limited space remains in the UConn Health Half Marathon, 10K & 5K – Sign Up Now! Search for: Search HMF Events Volunteer Sponsorship Support Hub Shop About HMF Challenge Series Policies Youth Running Confirm Registration Forms & Waivers Road Closures Upcoming Events COMPLETED EVENTS Saturday, June 7, 2025 UConn Health Half Marathon, 10K & 5K SIMSBURY, CT Info Register Results Sunday, June 8, 2025 WE RUN CT VIRTUAL EVENT /// JUNE 2 - 8 INFO REGISTER Sunday, June 15, 2025 L+M Hospital Summer Stride 5K & 10K NEW LONDON, CT Info Register Results Saturday, June 21, 2025 Summer Solstice Trail Run HEBRON, CT Info Register Results Thursday, June 26, 2025 Riverfront Hartford 5K HARTFORD, CT Info Register Results Saturday, July 12, 2025 Move! With the Urban League Presented By Pratt & Whitney HARTFORD, CT Info Register Results Thursday, July 24, 2025 Riverfront Hartford 4 Mile HARTFORD, CT Info Register Results Sunday, August 10, 2025 Niantic Bay Triathlon NIANTIC, CT Info Register Results Sunday, August 17, 2025 Old Wethersfield 5K & 10K WETHERSFIELD, CT Info Register Results Thursday, August 21, 2025 Riverfront East Hartford 5 Mile HARTFORD, CT Info Register Results Sunday, September 7, 2025 Surftown Half Marathon, Relay & 5K Presented by Westerly Hospital WESTERLY, RI Info Register Results Saturday, October 11, 2025 Eversource Hartford Marathon and Half Marathon, Team 26.2 Relay & Charity 5K HARTFORD, CT Info Register Results Saturday, October 25, 2025 Donny’s Dash SIMSBURY, CT INFO REGISTER RESULTS Thursday, October 30, 2025 HMF FitKids in School NEW BRITAIN, CT INFO DONATE Sunday, November 2, 2025 Western Mass 10 Presented by Trinity Health Of New England Orthopedics & NoHo 5K /// NORTHAMPTON, MA Info Register Results Sunday, November 9, 2025 Husky Run & Ruck STORRS, CT Info Register Results Saturday, December 6, 2025 Norwich Winterfest 5K NORWICH, CT INFO REGISTER RESULTS Sunday, December 7, 2025 CLA Blue Back Mitten Run WEST HARTFORD, CT INFO REGISTER RESULTS Friday, December 12, 2025 HMF 12KS of Christmas VIRTUAL EVENT /// DECEMBER 1 - 12 INFO REGISTER COMPLETED EVENTS Thursday, May 29, 2025 HMF FitKids in School MANCHESTER, CT INFO DONATE Sunday, May 18, 2025 Mystic Half Marathon & 10K MYSTIC, CT Info Results Saturday, May 10, 2025 CT RACE IN THE PARK NEW BRITAIN, CT INFO RESULTS Sunday, May 4, 2025 Burlington to Collinsville Classic 10K BURLINGTON, CT TO COLLINSVILLE, CT Info Results Saturday, April 26, 2025 MahoneySabol 5K at the Travelers Championship CROMWELL, CT Info Results Sunday, April 13, 2025 Rocky Neck Runfest NIANTIC, CT Info Results Sunday, April 6, 2025 Middletown 10K & 5K Run/Walk Presented By Eli Cannon's Tap Room MIDDLETOWN, CT Info Results Sunday, March 16, 2025 O’Hartford 5K and 10K Presented by Trinity Health Of New England Orthopedics HARTFORD, CT Info Results Saturday, March 15, 2025 O’Niantic 5K Presented By Five Churches By The Bay NIANTIC, CT Info Results Sunday, March 9, 2025 Courthouse O’Putnam 5K PUTNAM, CT Info Results Saturday, March 8, 2025 O’Shenanigans 5K SOUTHINGTON, CT Info Results The Hartford Marathon Foundation is a non-profit that produces road races in communities across Connecticut, Rhode Island and Massachusetts. HMF Events include 5K, 10K, 10 Mile, half marathon and marathon running events, in addition to triathlon events and a trail race. In addition to the Eversource Hartford Marathon and Half Marathon, which takes place annually in October, the HMF Events calendar includes more than 30 races welcoming runners and walkers of all experiences and ages, from competitive athletes to participants looking for new fitness challenges. Copyright © 2025 Hartford Marathon Foundation | 860-652-8866",EVENT,3,https://www.hartfordmarathon.com/hmf-events/,3721,591
